,Country,Country Telugu
1017,Argentina,అర్జెంటీనా
1018,,
1019,,
1020,French Guiana,ఫ్రెంచ్ గియానా
1021,Sri Lanka,శ్రీలంక
1022,Mali,మాలి
1023,United States,యునైటెడ్ స్టేట్స్
1024,French Guiana,ఫ్రెంచ్ గియానా
1025,Costa Rica,కోస్టా రికా
1026,Argentina,అర్జెంటీనా
1027,United States,యునైటెడ్ స్టేట్స్
1028,Colombia,కొలంబియా
1029,Sri Lanka,శ్రీలంక
1030,Guinea,గినియా
1031,China,చైనా
1032,Brazil,బ్రెజిల్
1033,,
1034,Argentina,అర్జెంటీనా
1035,Costa Rica,కోస్టా రికా
1036,,
1037,Guatemala,గ్వాటెమాల
1038,Ethiopia,ఇథియోపియా
1039,Ecuador,ఈక్వెడార్
1040,,
1041,El Salvador,ఎల్ సాల్వడార్
1042,Colombia,కొలంబియా
1043,,
1044,Colombia,కొలంబియా
1045,United States,యునైటెడ్ స్టేట్స్
1046,Argentina,అర్జెంటీనా
1047,,
1048,Cameroon,కామెరూన్
1049,,
1050,Costa Rica,కోస్టా రికా
1051,Brazil,బ్రెజిల్
1052,Zambia,జాంబియా
1053,Costa Rica,కోస్టా రికా
1054,South Sudan,దక్షిణ సుడాన్
1055,Ecuador,ఈక్వెడార్
1056,Chile,చిలీ
1057,Colombia,కొలంబియా
1058,Costa Rica,కోస్టా రికా
1059,Colombia,కొలంబియా
1060,South Africa,దక్షిణాఫ్రికా
1061,,
1062,Mexico,మెక్సికో
1063,Suriname,సూరినేమ్
1064,French Guiana,ఫ్రెంచ్ గియానా
1065,Pakistan,పాకిస్థాన్
1066,Philippines,ఫిలిప్పీన్స్
1067,Australia,ఆస్ట్రేలియా
1068,Mexico,మెక్సికో
1069,Indonesia,ఇండోనేషియా
1070,Colombia,కొలంబియా
1071,Papua New Guinea,పపువా న్యూ గినియా
1072,Argentina,అర్జెంటీనా
1073,United States,యునైటెడ్ స్టేట్స్
1074,Angola,అంగోల్వా
1075,Indonesia,ఇండోనేషియా
1076,Bangladesh,బంగ్లాదేశ్
1077,Cameroon,కామెరూన్
1078,,
1079,,
1080,Uruguay,ఉరుగ్వే
1081,Colombia,కొలంబియా
1082,,
1083,Singapore,సింగపూర్
1084,French Guiana,ఫ్రెంచ్ గియానా
1085,Mexico,మెక్సికో
1086,Ecuador,ఈక్వెడార్
1087,Colombia,కొలంబియా
1088,India,భారతదేశం
1089,Costa Rica,కోస్టా రికా
1090,Argentina,అర్జెంటీనా
1091,Mexico,మెక్సికో
1092,Ecuador,ఈక్వెడార్
1093,Colombia,కొలంబియా
1094,Costa Rica,కోస్టా రికా
1095,Colombia,కొలంబియా
1096,,
1097,Cambodia,కంబోడియా
1098,,
1099,Argentina,అర్జెంటీనా
1100,,
1101,,
1102,Mauritania,మోర్టియానా
1103,Dominican Republic,డొమినికన్ రిపబ్లిక్
1104,Senegal,సెనెగల్
1105,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
1106,,
1107,Indonesia,ఇండోనేషియా
1108,,
1109,Mali,మాలి
1110,Australia,ఆస్ట్రేలియా
1111,,
1112,,
1113,Colombia,కొలంబియా
1114,Australia,ఆస్ట్రేలియా
1115,,
1116,South Africa,దక్షిణాఫ్రికా
1117,Malaysia,మలేషియా
1118,Australia,ఆస్ట్రేలియా
1119,Costa Rica,కోస్టా రికా
1120,,
1121,,
1122,,
1123,Botswana,బొత్స
1124,China,చైనా
1125,Burundi,బుర్గుండి
1126,Australia,ఆస్ట్రేలియా
1127,Brazil,బ్రెజిల్
1128,Philippines,ఫిలిప్పీన్స్
1129,Australia,ఆస్ట్రేలియా
1130,,
1131,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
1132,Indonesia,ఇండోనేషియా
1133,Colombia,కొలంబియా
1134,Mexico,మెక్సికో
1135,Brazil,బ్రెజిల్
1136,,
1137,,
1138,Australia,ఆస్ట్రేలియా
1139,Indonesia,ఇండోనేషియా
1140,Papua New Guinea,పపువా న్యూ గినియా
1141,,
1142,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
1143,Ethiopia,ఇథియోపియా
1144,,
1145,Costa Rica,కోస్టా రికా
1146,Philippines,ఫిలిప్పీన్స్
1147,French Guiana,ఫ్రెంచ్ గియానా
1148,Myanmar,మయన్మార్
1149,South Africa,దక్షిణాఫ్రికా
1150,Australia,ఆస్ట్రేలియా
1151,,
1152,Colombia,కొలంబియా
1153,,
1154,,
1155,Indonesia,ఇండోనేషియా
1156,Peru,పెరూ
1157,Colombia,కొలంబియా
1158,,
1159,Brazil,బ్రెజిల్
1160,Ethiopia,ఇథియోపియా
1161,New Zealand,న్యూజిలాండ్
1162,,
1163,Guinea,గినియా
1164,Colombia,కొలంబియా
1165,Brazil,బ్రెజిల్
1166,Argentina,అర్జెంటీనా
1167,French Guiana,ఫ్రెంచ్ గియానా
1168,,
1169,Mozambique,మొజాంబిక్
1170,Australia,ఆస్ట్రేలియా
1171,Brazil,బ్రెజిల్
1172,Colombia,కొలంబియా
1173,,
1174,India,భారతదేశం
1175,South Africa,దక్షిణాఫ్రికా
1176,India,భారతదేశం
1177,,
1178,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
1179,Thailand,థాయిలాండ్
1180,United States,యునైటెడ్ స్టేట్స్
1181,Canada,కెనడా
1182,Colombia,కొలంబియా
1183,Madagascar,మడగాస్కర్
1184,,
1185,India,భారతదేశం
1186,Afghanistan,ఆఫ్ఘనిస్తాన్
1187,Ethiopia,ఇథియోపియా
1188,Solomon Islands,సోలమన్ దీవులు
1189,Costa Rica,కోస్టా రికా
1190,,
1191,French Guiana,ఫ్రెంచ్ గియానా
1192,,
1193,,
1194,Sierra Leone,సియెర్రా లియోన్
1195,Mexico,మెక్సికో
1196,Nepal,నేపాల్
1197,China,చైనా
1198,El Salvador,ఎల్ సాల్వడార్
1199,Philippines,ఫిలిప్పీన్స్
1200,Colombia,కొలంబియా
1201,Costa Rica,కోస్టా రికా
1202,El Salvador,ఎల్ సాల్వడార్
1203,"Congo, The Democratic Republic of the","కాంగో, ది డెమొక్రటిక్ రిపబ్లిక్ ఆఫ్ ది"
1204,,
1205,Guinea,గినియా
1206,Cambodia,కంబోడియా
1207,Costa Rica,కోస్టా రికా
1208,United States,యునైటెడ్ స్టేట్స్
1209,Philippines,ఫిలిప్పీన్స్
1210,,
1211,Indonesia,ఇండోనేషియా
1212,Argentina,అర్జెంటీనా
1213,,
1214,Colombia,కొలంబియా
1215,French Guiana,ఫ్రెంచ్ గియానా
1216,,
1217,,
1218,Philippines,ఫిలిప్పీన్స్
1219,French Guiana,ఫ్రెంచ్ గియానా
1220,Argentina,అర్జెంటీనా
1221,Ecuador,ఈక్వెడార్
1222,Argentina,అర్జెంటీనా
1223,Colombia,కొలంబియా
1224,Argentina,అర్జెంటీనా
1225,French Guiana,ఫ్రెంచ్ గియానా
1226,Ecuador,ఈక్వెడార్
1227,Brazil,బ్రెజిల్
1228,Iceland,ఐస్లాండ్
1229,Brazil,బ్రెజిల్
1230,Argentina,అర్జెంటీనా
1231,Burundi,బుర్గుండి
1232,Malawi,మవాలీ
1233,Indonesia,ఇండోనేషియా
1234,,
1235,,
1236,Guinea,గినియా
1237,Argentina,అర్జెంటీనా
1238,,
1239,,
1240,India,భారతదేశం
1241,India,భారతదేశం
1242,French Guiana,ఫ్రెంచ్ గియానా
1243,Bhutan,భూటాన్
1244,Angola,అంగోల్వా
1245,Cuba,క్యూబా
1246,Colombia,కొలంబియా
1247,United States,యునైటెడ్ స్టేట్స్
1248,Australia,ఆస్ట్రేలియా
1249,,
1250,,
1251,South Sudan,దక్షిణ సుడాన్
1252,Peru,పెరూ
1253,,
1254,Mali,మాలి
1255,Philippines,ఫిలిప్పీన్స్
1256,Canada,కెనడా
1257,,
1258,Indonesia,ఇండోనేషియా
1259,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
1260,India,భారతదేశం
1261,Saudi Arabia,సౌదీ అరేబియా
1262,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
1263,Guinea,గినియా
1264,Australia,ఆస్ట్రేలియా
1265,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
1266,,
1267,Papua New Guinea,పపువా న్యూ గినియా
1268,Kenya,కెన్యా
1269,Argentina,అర్జెంటీనా
1270,,
1271,Brazil,బ్రెజిల్
1272,Colombia,కొలంబియా
1273,,
1274,Colombia,కొలంబియా
1275,Myanmar,మయన్మార్
1276,Colombia,కొలంబియా
1277,Costa Rica,కోస్టా రికా
1278,Brazil,బ్రెజిల్
1279,Angola,అంగోల్వా
1280,Bangladesh,బంగ్లాదేశ్
1281,United States,యునైటెడ్ స్టేట్స్
1282,Netherlands,నెదర్లాండ్స్
1283,,
1284,French Guiana,ఫ్రెంచ్ గియానా
1285,Papua New Guinea,పపువా న్యూ గినియా
1286,Costa Rica,కోస్టా రికా
1287,Australia,ఆస్ట్రేలియా
1288,,
1289,Colombia,కొలంబియా
1290,Australia,ఆస్ట్రేలియా
1291,Ecuador,ఈక్వెడార్
1292,Brunei Darussalam,బ్రూనియన్ దరుసలామ్
1293,Costa Rica,కోస్టా రికా
1294,Colombia,కొలంబియా
1295,Thailand,థాయిలాండ్
1296,Afghanistan,ఆఫ్ఘనిస్తాన్
1297,French Guiana,ఫ్రెంచ్ గియానా
1298,Brazil,బ్రెజిల్
1299,Cameroon,కామెరూన్
1300,Indonesia,ఇండోనేషియా
1301,South Sudan,దక్షిణ సుడాన్
1302,,
1303,Colombia,కొలంబియా
1304,,
1305,,
1306,,
1307,Australia,ఆస్ట్రేలియా
1308,Colombia,కొలంబియా
1309,United States,యునైటెడ్ స్టేట్స్
1310,,
1311,Argentina,అర్జెంటీనా
1312,Colombia,కొలంబియా
1313,Guinea,గినియా
1314,Argentina,అర్జెంటీనా
1315,Guatemala,గ్వాటెమాల
1316,Hong Kong,హాంకాంగ్
1317,Cuba,క్యూబా
1318,Mexico,మెక్సికో
1319,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
1320,Sri Lanka,శ్రీలంక
1321,Thailand,థాయిలాండ్
1322,Bangladesh,బంగ్లాదేశ్
1323,Guinea,గినియా
1324,Paraguay,పరాగ్వే
1325,Solomon Islands,సోలమన్ దీవులు
1326,Guatemala,గ్వాటెమాల
1327,United States,యునైటెడ్ స్టేట్స్
1328,,
1329,Bangladesh,బంగ్లాదేశ్
1330,,
1331,,
1332,,
1333,Colombia,కొలంబియా
1334,Ecuador,ఈక్వెడార్
1335,Argentina,అర్జెంటీనా
1336,South Africa,దక్షిణాఫ్రికా
1337,Australia,ఆస్ట్రేలియా
1338,Costa Rica,కోస్టా రికా
1339,Malaysia,మలేషియా
1340,Ecuador,ఈక్వెడార్
1341,Indonesia,ఇండోనేషియా
