,Common Name,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Regions,Subcontinents,Group name,Islands,Introduced Countries,Subclass,Infraclass,Superorder,Suborder,Subfamily,Oceans,Seas,Tribe,SUBSPECIES OF
0,leaf-lorikeet,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus weberi,Asia,Indonesia,"Anthropogenic biome,Forest,Agricultural,Woodland",,,"https://en.wikipedia.org/wiki/Leaf_lorikeet,https://www.iucnredlist.org/species/22726309/111146327,https://xeno-canto.org/350575",https://animalia.bio/leaf-lorikeet/,,,,,,,,,,,,,,
0,lears-macaw,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus leari,South America,Brazil,"Tropical savanna,Desert,Tropical dry forest,Savanna,Shrubland,Rocky areas","Terrestrial, ,Arboreal, ,Congregatory, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Lear%27s_macaw,http://www.iucnredlist.org/details/22685521/0,https://xeno-canto.org/696990",https://animalia.bio/lears-macaw/,,,"flock, company, pandemonium",,,,,,,,,,,
0,least-auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia pusilla,"North America,",Asia,"Coastal,Oceanic pelagic zone,Marine,Intertidal zone,Neritic zone,Rocky areas","Natatorial, ,Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Seabird",Partial Migrant,"https://en.wikipedia.org/wiki/Least_auklet,https://www.iucnredlist.org/species/22694921/168850125,https://xeno-canto.org/416069",https://animalia.bio/least-auklet/,,,,,,,,,,,"Japan,",,,
0,least-bittern,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,Ixobrychus exilis,"North America,","Europe,","Temperate broadleaf and mixed forest,Tropical savanna,Desert,Lakes,Tropical moist forests,Temperate coniferous forest,Mangrove,Freshwater,Forest,Intertidal zone,Wetlands,Anthropogenic biome,Marine,Marsh","Terrestrial, ,Wading birds, ,Altricial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring","Not a migrant, ,Migrating","https://en.wikipedia.org/wiki/Least_bittern,http://www.iucnredlist.org/details/22697314/0,https://xeno-canto.org/705521",https://animalia.bio/least-bittern/,,"South America,","sedge, seige, dash, freeze, pint, pretense",,,Neornithes,Neognathae,Neoaves,,,,,,
0,least-flycatcher,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax minimus,North America,"Bahamas,","Anthropogenic biome,Forest,Shrubland,Mountains","Terrestrial, ,Oviparous, ,Territorial",Migrating,"https://en.wikipedia.org/wiki/Least_flycatcher,https://www.iucnredlist.org/species/22699854/93751971,https://xeno-canto.org/688655",https://animalia.bio/least-flycatcher/,"Belize,",,,,,,,,,,,,,
0,least-grebe,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus dominicus,"North America,",South America,"Freshwater,Wetlands,Mangrove,Marsh,Swamp","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Least_grebe,https://www.iucnredlist.org/species/22696571/93571402,https://xeno-canto.org/704344",https://animalia.bio/least-grebe/,"Bahamas,",,,,,,,,,,,,,
0,least-honeyguide,Animalia,Chordata,Aves,Piciformes,Indicatoridae,Indicator,Indicator exilis,Africa,"Equatorial Guinea,","Anthropogenic biome,Forest,Grassland,Shrubland",,,"https://en.wikipedia.org/wiki/Least_honeyguide,https://www.iucnredlist.org/species/22680638/92870066,https://xeno-canto.org/363891",https://animalia.bio/least-honeyguide/,,,,,,,,,,,,,,
0,least-nighthawk,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,Chordeiles pusillus,South America,"Argentina,","Grassland,Savanna",,,"https://en.wikipedia.org/wiki/Least_nighthawk,https://www.iucnredlist.org/species/22689701/131923657,https://xeno-canto.org/706522",https://animalia.bio/least-nighthawk/,,,,,,,,,,,,,,
0,least-poorwill,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Siphonorhis,Siphonorhis brewsteri,North America,Dominican Republic,"Forest,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Least_poorwill,https://www.iucnredlist.org/species/22689751/93246317,https://xeno-canto.org/308681",https://animalia.bio/least-poorwill/,Haiti,,,,,,,,,,,,,
0,least-sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris minutilla,"North America,",South America,"Freshwater,Forest,Grassland,Intertidal zone,Neritic zone,Shrubland,Wetlands,Coastal,Marine,Tundra,Bog","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Wading bird",Migrating,"https://en.wikipedia.org/wiki/Least_sandpiper,https://www.iucnredlist.org/species/22693396/93403074,https://xeno-canto.org/695079",https://animalia.bio/least-sandpiper/,"Antigua and Barbuda,",,,"Bahamas,",,,,,,,,,,
0,least-seedsnipe,Animalia,Chordata,Aves,Charadriiformes,Thinocoridae,Thinocorus,Thinocorus rumicivorus,South America,"Ecuador,","Anthropogenic biome,Grassland,Agricultural,Desert,Shrubland","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Wading bird",Migrating,"https://en.wikipedia.org/wiki/Least_seedsnipe,https://www.iucnredlist.org/species/22693046/93380643,https://xeno-canto.org/450186",https://animalia.bio/least-seedsnipe/,,,,,,,,,,,,,,
0,least-storm-petrel,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Oceanodroma microsoma,"North America,",South America,"Neritic zone,Oceanic pelagic zone,Rocky areas,Coastal,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Burrowing, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Least_storm_petrel,https://www.iucnredlist.org/species/22698485/132650731",https://animalia.bio/least-storm-petrel/,,,,,,,,,,,,,,
0,least-tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,Sternula antillarum,"North America,","Caribbean Islands,","Intertidal zone,Estuaries,Neritic zone,Marine","Terrestrial, ,Shorebirds, ,Congregatory, ,Oviparous, ,Precocial, ,Burrowing, ,Soaring, ,Seabirds",Migrating,"https://en.wikipedia.org/wiki/Least_tern,http://www.iucnredlist.org/details/22694673/0,https://xeno-canto.org/669354",https://animalia.bio/least-tern/,,South America,"ternery or ""U"" of terns, straightness",,,,,,,,,,,
0,lecontes-sparrow,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,Ammospiza leconteii,North America,"Mexico,","Freshwater,Grassland,Wetlands,Forest",,,"https://en.wikipedia.org/wiki/LeConte's_sparrow,https://www.iucnredlist.org/species/22721135/94700099",https://animalia.bio/lecontes-sparrow/,,,,,,,,,,,,,,
0,lecontes-thrasher,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,Toxostoma lecontei,North America,"Mexico,","Shrubland,Desert,Dunes","Terrestrial, ,Oviparous, ,Territorial",Not a migrant,"https://en.wikipedia.org/wiki/LeConte's_thrasher,https://www.iucnredlist.org/species/22711121/131112198,https://xeno-canto.org/662826",https://animalia.bio/lecontes-thrasher/,,,,,,,,,,,,,,
0,legges-flowerpecker,Animalia,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,Dicaeum vincens,Asia,Sri Lanka,"Forest,Agricultural,Anthropogenic biome","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Legge's_flowerpecker,https://www.iucnredlist.org/species/22717490/94535215,https://xeno-canto.org/311248",https://animalia.bio/legges-flowerpecker/,,,,,,,,,,,,,,
0,legges-hawkeagle,,,,,,,,,,,,,,https://animalia.bio/legges-hawkeagle/,,,,,,,,,,,,,,
0,lemon-dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Aplopelia,Columba larvata,Africa,"Equatorial Guinea,","Freshwater,Anthropogenic biome,Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Lemon_dove,https://www.iucnredlist.org/species/22690384/93271506,https://xeno-canto.org/514559",https://animalia.bio/lemon-dove/,"South Africa,",,,,,,,,,,,,,
0,lemonbellied-crombec,,,,,,,,,,,,,,https://animalia.bio/lemonbellied-crombec/,,,,,,,,,,,,,,
0,lemonbellied-flyrobin,,,,,,,,,,,,,,https://animalia.bio/lemonbellied-flyrobin/,,,,,,,,,,,,,,
0,lemonbellied-whiteeye,,,,,,,,,,,,,,https://animalia.bio/lemonbellied-whiteeye/,,,,,,,,,,,,,,
0,lemonbreasted-canary,,,,,,,,,,,,,,https://animalia.bio/lemonbreasted-canary/,,,,,,,,,,,,,,
0,lemonbrowed-flycatcher,,,,,,,,,,,,,,https://animalia.bio/lemonbrowed-flycatcher/,,,,,,,,,,,,,,
0,lemonchested-greenlet,,,,,,,,,,,,,,https://animalia.bio/lemonchested-greenlet/,,,,,,,,,,,,,,
0,lemonrumped-tanager,,,,,,,,,,,,,,https://animalia.bio/lemonrumped-tanager/,,,,,,,,,,,,,,
0,lemonrumped-warbler,,,,,,,,,,,,,,https://animalia.bio/lemonrumped-warbler/,,,,,,,,,,,,,,
0,lemonspectacled-tanager,,,,,,,,,,,,,,https://animalia.bio/lemonspectacled-tanager/,,,,,,,,,,,,,,
0,lemonthroated-barbet,,,,,,,,,,,,,,https://animalia.bio/lemonthroated-barbet/,,,,,,,,,,,,,,
0,lemonthroated-leaf-warbler,,,,,,,,,,,,,,https://animalia.bio/lemonthroated-leaf-warbler/,,,,,,,,,,,,,,
0,lesser-adjutant,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,Leptoptilos javanicus,Asia,"India,","Freshwater,Anthropogenic biome,Forest,Intertidal zone,Savanna,Wetlands,Coastal,Marine,Marsh,Agricultural","Terrestrial, ,Congregatory, ,Oviparous, ,Soaring, ,Wading bird",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_adjutant,https://www.iucnredlist.org/species/22697713/110481858,https://xeno-canto.org/156243",https://animalia.bio/lesser-adjutant/,,,,,,,,,,,,,,
0,lesser-akialoa,,,,,,,,,,,,,,https://animalia.bio/lesser-akialoa/,,,,,,,,,,,,,,
0,lesser-antillean-bullfinch,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Loxigilla,Loxigilla noctis,North America,"Antigua and Barbuda,","Anthropogenic biome,Forest,Shrubland,Wetlands","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_Antillean_bullfinch,https://www.iucnredlist.org/species/22734677/132183438,https://xeno-canto.org/589763",https://animalia.bio/lesser-antillean-bullfinch/,"Dominica,",,,"Grenada,",,,,,,,,,,
0,lesser-antillean-flycatcher,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus oberi,North America,"Antigua and Barbuda,","Anthropogenic biome,Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Lesser_Antillean_flycatcher,https://www.iucnredlist.org/species/22700458/93777565",https://animalia.bio/lesser-antillean-flycatcher/,"Barbados,",,,,,,,,,,,,,
0,lesser-antillean-pewee,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,Contopus latirostris,North America,"Antigua and Barbuda,","Forest,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Lesser_Antillean_pewee,https://www.iucnredlist.org/species/22699836/110735697,https://xeno-canto.org/422102",https://animalia.bio/lesser-antillean-pewee/,"Barbados,",,,,,,,,,,,,,
0,lesser-antillean-saltator,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,Saltator albicollis,North America,"Dominica,","Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_Antillean_saltator,https://www.iucnredlist.org/species/22723907/94840155,https://xeno-canto.org/660987",https://animalia.bio/lesser-antillean-saltator/,"Guadeloupe,",,,,,,,,,,,,,
0,lesser-antillean-swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura martinica,North America,"Antigua and Barbuda,","Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Lesser_Antillean_swift,https://www.iucnredlist.org/species/22686698/93122735",https://animalia.bio/lesser-antillean-swift/,"Barbados,",,,,,,,,,,,,,
0,lesser-antillean-tanager,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Stilpnia cucullata,North America,Grenada,"Anthropogenic biome,Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Lesser_Antillean_tanager,https://www.iucnredlist.org/species/103848963/119556420",https://animalia.bio/lesser-antillean-tanager/,,,,,,,,,,,,,,
0,lesser-birdofparadise,,,,,,,,,,,,,,https://animalia.bio/lesser-birdofparadise/,,,,,,,,,,,,,,
0,lesser-blackbacked-gull,,,,,,,,,,,,,,https://animalia.bio/lesser-blackbacked-gull/,,,,,,,,,,,,,,
0,lesser-blueeared-starling,,,,,,,,,,,,,,https://animalia.bio/lesser-blueeared-starling/,,,,,,,,,,,,,,
0,lesser-coucal,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus bengalensis,Asia,"China,","Freshwater,Anthropogenic biome,Shrubland,Wetlands,Forest","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_coucal,https://www.iucnredlist.org/species/22684254/93021566,https://xeno-canto.org/677307",https://animalia.bio/lesser-coucal/,,,,,,,,,,,,,,
0,lesser-crested-tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus bengalensis,"Europe,","Asia,","Intertidal zone,Neritic zone,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Lesser_crested_tern,https://www.iucnredlist.org/species/22694561/132560333,https://xeno-canto.org/665566",https://animalia.bio/lesser-crested-tern/,Africa,,,,,,,,,,,,,
0,lesser-cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus poliocephalus,"Asia,",Africa,"Forest,Savanna","Terrestrial, ,Oviparous, ,Altricial",Migrating,"https://en.wikipedia.org/wiki/Lesser_cuckoo,https://www.iucnredlist.org/species/22683889/93005868,https://xeno-canto.org/660994",https://animalia.bio/lesser-cuckoo/,,,,,,,,,,,,,,
0,lesser-cuckooshrike,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Lalage,Lalage fimbriata,Asia,"Brunei,","Anthropogenic biome,Forest,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_cuckooshrike,https://www.iucnredlist.org/species/22706639/94081257,https://xeno-canto.org/665373",https://animalia.bio/lesser-cuckooshrike/,,,,,,,,,,,,,,
0,lesser-elaenia,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia chiriquensis,"South America,",North America,"Freshwater,Anthropogenic biome,Forest,Savanna,Shrubland,Wetlands,Grassland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Lesser_elaenia,https://www.iucnredlist.org/species/103681244/93724512,https://xeno-canto.org/694153",https://animalia.bio/lesser-elaenia/,"Trinidad and Tobago,",,,,,,,,,,,,,
0,lesser-fish-eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Icthyophaga,Haliaeetus humilis,Asia,"China,","Freshwater,Wetlands,Mountains,Rocky areas","Terrestrial, ,Oviparous, ,Altricial, ,Soaring",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_fish_eagle,https://www.iucnredlist.org/species/22695156/93493324,https://xeno-canto.org/631837",https://animalia.bio/lesser-fish-eagle/,,,,,,,,,,,,,,
0,lesser-flamingo,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus,Phoeniconaias minor,"Africa,","Sub-Saharan Africa,","Lakes,Wetlands,Estuaries,Intertidal zone,Freshwater,Neritic zone,Coastal,Anthropogenic biome,Marine","Semiaquatic, ,Wading birds, ,Shorebirds, ,Soaring birds, ,Altricial, ,Nomadic, ,Terrestrial, ,Congregatory, ,Oviparous, ,Precocial","Not a migrant, ,Migrating","https://en.wikipedia.org/wiki/Lesser_flamingo,http://www.iucnredlist.org/details/22697369/0,https://xeno-canto.org/429499",https://animalia.bio/lesser-flamingo/,,Asia,"colony, flamboyance, stand, regiment",,,,,,,,,,,
0,lesser-florican,Animalia,Chordata,Aves,Otidiformes,Otididae,Sypheotides,Sypheotides indicus,Asia,"India,","Anthropogenic biome,Grassland,Agricultural","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Lesser_florican,https://www.iucnredlist.org/species/22692024/110438391,https://xeno-canto.org/428818",https://animalia.bio/lesser-florican/,,,,,,,,,,,,,,
0,lesser-frigatebird,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Fregata ariel,"North America,","South America,","Forest,Neritic zone,Oceanic pelagic zone,Shrubland,Marine,Rocky areas","Terrestrial, ,Congregatory, ,Oviparous, ,Soaring, ,Seabird",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_frigatebird,https://www.iucnredlist.org/species/22697738/132598822",https://animalia.bio/lesser-frigatebird/,"Asia,",,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,lesser-goldfinch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus psaltria,"North America,",South America,"Agricultural,Anthropogenic biome,Chaparral,Forest,Marsh,Wetlands,Mountains,Riparian,Grassland,Shrubland,Suburban,Urban wildlife,Rocky areas","Arboreal, ,Zoochory, ,Terrestrial, ,Territorial, ,Oviparous",Partial Migrant,"https://en.wikipedia.org/wiki/Lesser_goldfinch,https://www.iucnredlist.org/species/22720410/132139491,https://xeno-canto.org/697642",https://animalia.bio/lesser-goldfinch/,"Dominican Republic,",,,,,,,,,Carduelinae,,,,
0,lesser-grass-finch,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Emberizoides,Emberizoides ypiranganus,South America,"Argentina,","Freshwater,Grassland,Wetlands,Swamp",,,"https://en.wikipedia.org/wiki/Lesser_grass_finch,https://www.iucnredlist.org/species/22723380/132022396,https://xeno-canto.org/510915",https://animalia.bio/lesser-grass-finch/,,,,,,,,,,,,,,
0,lesser-green-leafbird,Animalia,Chordata,Aves,Passeriformes,Chloropseidae,Chloropsis,Chloropsis cyanopogon,Asia,"Brunei,","Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_green_leafbird,https://www.iucnredlist.org/species/22704953/177137817,https://xeno-canto.org/665745",https://animalia.bio/lesser-green-leafbird/,,,,,,,,,,,,,,
0,lesser-greenlet,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Pachysylvia,Pachysylvia decurtata,"South America,",North America,"Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Lesser_greenlet,https://www.iucnredlist.org/species/22705321/130389921",https://animalia.bio/lesser-greenlet/,,,,,,,,,,,,,,
0,lesser-grey-shrike,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius minor,"Europe,","Asia,","Anthropogenic biome,Grassland,Savanna,Shrubland,Agricultural,Forest,Woodland","Terrestrial, ,Oviparous, ,Gliding",Migrating,"https://en.wikipedia.org/wiki/Lesser_grey_shrike,https://www.iucnredlist.org/species/22705038/87339356,https://xeno-canto.org/378932",https://animalia.bio/lesser-grey-shrike/,Africa,,,,,,,,,,,,,
0,lesser-ground-cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Morococcyx,Morococcyx erythropygus,North America,"Costa Rica,","Anthropogenic biome,Forest,Savanna,Shrubland","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_ground_cuckoo,https://www.iucnredlist.org/species/22684447/152217628,https://xeno-canto.org/624385",https://animalia.bio/lesser-ground-cuckoo/,,,,,,,,,,,,,,
0,lesser-ground-robin,,,,,,,,,,,,,,https://animalia.bio/lesser-ground-robin/,,,,,,,,,,,,,,
0,lesser-honeyguide,Animalia,Chordata,Aves,Piciformes,Indicatoridae,Indicator,Indicator minor,Africa,"Equatorial Guinea,","Anthropogenic biome,Forest,Grassland,Savanna,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_honeyguide,https://www.iucnredlist.org/species/22680623/92869355,https://xeno-canto.org/601803",https://animalia.bio/lesser-honeyguide/,"South Africa,",,,,,,,,,,,,,
0,lesser-hoopoelark,,,,,,,,,,,,,,https://animalia.bio/lesser-hoopoelark/,,,,,,,,,,,,,,
0,lesser-horned-owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo magellanicus,South America,"Chile,","Anthropogenic biome,Forest,Shrubland,Agricultural,Grassland,Rocky areas","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_horned_owl,https://www.iucnredlist.org/species/61752097/95179224,https://xeno-canto.org/697959",https://animalia.bio/lesser-horned-owl/,,,,,,,,,,,,,,
0,lesser-hornero,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius minor,South America,"Ecuador,","Freshwater,Anthropogenic biome,Shrubland,Wetlands,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_hornero,https://www.iucnredlist.org/species/22702128/93861308,https://xeno-canto.org/493792",https://animalia.bio/lesser-hornero/,,,,,,,,,,,,,,
0,lesser-jacana,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Microparra,Microparra capensis,Africa,"South Africa,","Freshwater,Wetlands,Coastal,Anthropogenic biome,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Wading bird",Not a migrant,"https://en.wikipedia.org/wiki/Lesser_jacana,https://www.iucnredlist.org/species/22693536/111720873",https://animalia.bio/lesser-jacana/,"Angola,",,,,,,,,,,,,,
0,lesser-kestrel,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco naumanni,"Europe,","Asia,","Forest,Grassland,Shrubland,Anthropogenic biome,Rocky areas,Savanna","Terrestrial, ,Congregatory, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Lesser_kestrel,https://www.iucnredlist.org/species/22696357/131938109,https://xeno-canto.org/663139",https://animalia.bio/lesser-kestrel/,Africa,,,,,,,,,,,,,
