,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in
0,Buru boobook,Animalia,Chordata,Aves,https://eol.org/pages/52469671,Ninox hantu (Buru Boobook) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,-15 dB,flight,apatite,corneal eyes,,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/45516737,Coracina fortis (Buru Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"tropical,terrestrial",Stable,australasia,,,,,,,,Buru Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru dwarf kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/42999948,Ceyx cajeli (Buru Dwarf Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,near threatened,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,"tropical,freshwater habitat",Decreasing,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru golden bulbul,Animalia,Chordata,Aves,https://eol.org/pages/28355356,Thapsinillas mysticalis (Buru Golden Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516254,Treron aromaticus (Buru Green Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,near threatened,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/916091,Lichmera deningeri (Buru Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Unknown,australasia,16 g,,,,,,,Buru Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru mountain pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516333,Gymnophaps mada (Buru Mountain Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Stable,australasia,338 g,,,,,,,Buru Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru rackettail,Animalia,Chordata,Aves,https://eol.org/pages/1177860,Prioniturus mada (Buru Racket Tail) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"mountain,terrestrial",Stable,australasia,,,,,,,,Buru Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru thrush,Animalia,Chordata,Aves,https://eol.org/pages/1052843,Geokichla dumasi (Buru Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,10 dB,flight,apatite,corneal eyes,Indonesia,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buru whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517353,Zosterops buruensis (Buru White Eye) is a species of birds in the family white-eyes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Unknown,australasia,13 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bush blackcap,Animalia,Chordata,Aves,https://eol.org/pages/45515461,Lioptilus nigricapillus (Blackcap Mountain Babbler) is a species of birds in the family Sylviidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Indian Ocean,tropical,,Afrotropics,31 g,,,,,,Protorhus longifolia (Bernh.) Engl. (Red Beech),"Drakensberg Montane Grasslands, Woodlands And Forests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bush stonecurlew,Animalia,Chordata,Aves,https://eol.org/pages/45517786,Burhinus grallarius (Bush Stone Curlew) is a species of birds in the family stone-curlews. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Indian Ocean,"coastal,terrestrial",Decreasing,australasia,860 g,,,,,,,,,,,,,,,Ranoidea brevipes (Peters 1871) (Short-footed Frog),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bushveld pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515085,Anthus caffer (Bush Pipit) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Mozambique,"subtropical,terrestrial",Stable,Afrotropics,17.5 g,,,,,,,"Drakensberg Montane Grasslands, Woodlands And Forests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bushwren,Animalia,Chordata,Aves,https://eol.org/pages/915640,Xenicus longipes (Bushwren) is a species of birds in the family New Zealand wrens. This species is extinct. They rely on flight to move around.,tympanic middle ear,extinct,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,terrestrial,,,15 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Butterfly coquette,Animalia,Chordata,Aves,https://eol.org/pages/58799970,Lophornis verreauxii (Butterfly Coquette) is a species of  in the family hummingbirds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buzzing flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051707,Dicaeum hypoleucum (Buzzing Flowerpecker) is a species of birds in the family Dicaeidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,The Philippines,"montane forest,terrestrial",Decreasing,the indo-malayan realm,9.6 g,,,,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Böhms beeeater,Animalia,Chordata,Aves,https://eol.org/pages/45514079,Merops boehmi (Böhm's Bee Eater) is a species of birds in the family bee-eaters. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Mozambique,terrestrial,Stable,Afrotropics,19.5 g,,,,,,,Zambezian And Mopane Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Böhms flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514733,Muscicapa boehmi (Boehm's Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Angola,subtropical,,Afrotropics,,,,,,,,Itigi-Sumbu Thicket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Böhms spinetail,Animalia,Chordata,Aves,https://eol.org/pages/1048630,Neafrapus boehmi (Böhm's Spinetail) is a species of birds in the family swifts. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Mozambique,terrestrial,Decreasing,Afrotropics,16 g,,,,,,,Central Zambezian Miombo Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Caatinga antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512709,Herpsilochmus sellowi (Caatinga Antwren) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Brazil,"tropical,terrestrial",Decreasing,,8 g,,,,,,,,Museu Paraense Emilio Goeldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Caatinga cacholote,Animalia,Chordata,Aves,https://eol.org/pages/1050164,Pseudoseisura cristata (Caatinga Cacholote) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Brazil,terrestrial,Increasing,The Neotropics,,,,,,,,Caatinga,,,,,,,,Cerambycidae (long-horned beetles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Caatinga parakeet,Animalia,Chordata,Aves,https://eol.org/pages/1177969,Eupsittula cactorum (Caatinga Parakeet) is a species of birds in the family parrots. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Brazil,terrestrial,Stable,,,,,,,,Dalechampia (dalechampia),,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Caatinga puffbird,Animalia,Chordata,Aves,https://eol.org/pages/914742,Nystalus maculatus (Caatinga Puffbird) is a species of birds in the family Bucconidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Bolivia,"arid,terrestrial",Stable,The Neotropics,49 g,,,,,,,Mato Grosso Seasonal Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cabots tern,Animalia,Chordata,Aves,https://eol.org/pages/45509315,Thalasseus acuflavidus (Cabot's Tern) is a species of birds in the family Laridae. They rely on flight to move around.,otoliths,,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cabots tragopan,Animalia,Chordata,Aves,https://eol.org/pages/45516009,Tragopan caboti (Cabot's Tragopan) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN and in cites appendix i. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,vulnerable,,,,bipedal movement,apatite,corneal eyes,United States,"mountain,terrestrial",Decreasing,the indo-malayan realm,1400 g,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cachar bulbul,Animalia,Chordata,Aves,https://eol.org/pages/52571091,Iole cacharensis (Cachar Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cachar bulbul   ,Animalia,Chordata,Aves,https://eol.org/pages/52571091,Iole cacharensis (Cachar Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cackling goose,Animalia,Chordata,Aves,https://eol.org/pages/45510538,Branta hutchinsii (Cackling Goose) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,United States,"tundra,freshwater habitat",Unknown,,,,18.3 years,,1940.1 g,,Vaccinium (blueberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cactus canastero,Animalia,Chordata,Aves,https://eol.org/pages/917995,Pseudasthenes cactorum (Cactus Canastero) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Peru,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cactus wren,Animalia,Chordata,Aves,https://eol.org/pages/45510081,Campylorhynchus brunneicapillus (Cactus Wren) is a species of birds in the family wrens. They are native to The Nearctic. They are diurnal. They have parental care (cooperative breeding). They rely on flight to move around.,,,,,,flight,,,United States,,Decreasing,The Nearctic,,terrestrial,7.3 years,invertivore,,,,,,bilaterally symmetric,,,The Nearctic,,,,,,,,,,,3 /year,16 days,,,,,,0.394 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Caica parrot,Animalia,Chordata,Aves,https://eol.org/pages/1178031,Pyrilia caica (Caica Parrot) is a species of birds in the family parrots. They are listed as near threatened by IUCN. They are diurnal. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Brazil,"tropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Calandra lark,Animalia,Chordata,Aves,https://eol.org/pages/45513658,Melanocorypha calandra (Calandra Lark) is a species of birds in the family larks. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,North Atlantic,"steppe,terrestrial",Decreasing,Afrotropics,62 g,terrestrial,,granivore,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Calayan rail,Animalia,Chordata,Aves,https://eol.org/pages/45516093,Gallirallus calayanensis (Calayan Rail) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,244 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,California condor,Animalia,Chordata,Aves,https://eol.org/pages/45511380,Gymnogyps californianus (California Condor) is a species of birds in the family New World vultures. They are listed as critically endangered by IUCN and in cites appendix i. They are native to United States and The Nearctic. They are diurnal carnivores. They have parental care (pair provides care). They rely on flight to move around.,,,,,,flight,,,United States,,Increasing,,,terrestrial,45 years,vertivore,,,,,(UCMP) - University of California Museum of Paleontology,bilaterally symmetric,carrion,,United States,,,,,,,,,,,2 /year,57 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,California gnatcatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510968,Polioptila californica (California Gnatcatcher) is a species of birds in the family gnatcatchers. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,United States,,Decreasing,The Nearctic,7 g,,8 years,,6 g,,,,,,,,,,,,,,,,,,,2 /year,14 days,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
0,California gull,Animalia,Chordata,Aves,https://eol.org/pages/45509291,"Larus californicus (California Gull) is a species of birds in the family Laridae. They are associated with freshwater habitat. They are native to The Nearctic. They are diurnal omnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight to move around.",,,nectonic,,,,,,North America,,,,,freshwater,,,,,,,,bilaterally symmetric,insects,monogamous,The Nearctic,,group living,,,,47.8 mm,,,,,1 /year,25 days,,,,,,,,,,,,,,,103 mm,,,,,,,,,,,,,,,,,,,,,
0,California quail,Animalia,Chordata,Aves,https://eol.org/pages/45508969,Callipepla californica (California Quail) is a species of birds in the family New World quails. They are native to The Nearctic. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,,,,,,,,United States,,Increasing,,,,,granivore,,,,,,bilaterally symmetric,seeds,,The Nearctic,,group living,,,,12.4 mm,,31.9 mm,5.69 degrees celsius,,1 /year,21 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,California scrub jay,Animalia,Chordata,Aves,https://eol.org/pages/45509986,"Aphelocoma californica (California Scrub Jay) is a species of birds in the family Corvidae. They are native to The Nearctic. They are diurnal omnivores. They have parental care (female provides care and paternal care). They rely on gliding, saltation, and flight to move around.",,,,,,gliding,,,United States,,,The Neotropics,,,,vertivore,,,,,,bilaterally symmetric,seeds,monogamous,The Nearctic,protection,group living,,,,,,,,,1 /year,18 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,California thrasher,Animalia,Chordata,Aves,https://eol.org/pages/45510163,Toxostoma redivivum (California Thrasher) is a species of birds in the family Mimidae. They are found in The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,,,flight,,,United States,coastal,Decreasing,The Nearctic,,terrestrial,6.9 years,invertivore,84.4 g,,Toxicodendron diversilobum (Torr. & Gray) Greene (western poison-oak),,,,,,,,,,,,,,,,,2 /year,14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,California towhee,Animalia,Chordata,Aves,https://eol.org/pages/45511240,Melozone crissalis (California Towhee) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,United States,"desert,terrestrial",Decreasing,,,,,,,Molothrus ater (Boddaert 1783) (Brown-headed Cowbird),Triticum (wheat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Calliope hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509663,"Selasphorus calliope (Calliope Hummingbird) is a species of birds in the family hummingbirds. They visit flowers of Valerians, Sierra Madre lobelia, Rawhide HIll onion, and Elmendorf's onion. They rely on flight to move around.",tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,United States,"mountain,terrestrial",Stable,,,,,,,,Echium candicans L. fil. (pride of Madeira),,,,,,,,,,,,,,,,,,,,,,,,,,,Centranthus (Valerians),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cambodian laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45517187,Garrulax ferrarius (Cambodian Laughingthrush) is a species of birds in the family Leiothrichidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,10 dB,flight,apatite,corneal eyes,Cambodia,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cambodian tailorbird,Animalia,Chordata,Aves,https://eol.org/pages/36698395,Orthotomus chaktomuk (Cambodian Tailorbird) is a species of birds in the family African warblers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Cambodia,scrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cameroon greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514326,Arizelocichla montana (Cameroon Greenbul) is a species of birds in the family bulbuls. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Cameroon,"mountain,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
